"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"1206","30-10-2023","CMSPU","Armature Line ","ITA0075","Auto Co2 System Access Blocked By Material.","Rank B","IMG20231030185211 (1).jpg","Remove the Material.","Fire","Fire Patrol","31-10-2023","Ramesh.A - CMSBU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Repeat Point ","Subbian.K - Intelligence Officer",,"0"
"1207","30-10-2023","Store","OIl Store.","***","Fire Sprinkler Deluge System Platform Unsafe Condition.","Rank B","IMG20231030165746.jpg","Need To Correct It.","Fire","Fire Patrol","02-11-2023","Mahesh Kanna.V - WED","Ajith Kumar.M - WED","Closed","Fire Sprinkler Deluge System Platform work compiled ","Subbian.K - Intelligence Officer","IMG-20231128-WA0011.jpg","0"
"1208","31-10-2023","GRS","HD Line ","ITA0095","Auto Co2 Access Blocked. 
Used Cotton box, Papers Stored.  ","Rank B","IMG20231031174048.jpg","Need To Remove.","Fire","Fire Patrol","01-11-2023","Ranjith Kumar.J - GRS","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Relay put done Auto Co2 Access cleared.  Used Cotton box, Papers removed","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][28]_[ita0095 CO2 area enchochment][1]_[1].jpg","1"
"1209","31-10-2023","EPU","Eou Store ","***","Fire Extinguisher Trolley Access Blocked By Material. ","Rank B","IMG20231031172031.jpg","Need To Remove.","Fire","Fire Patrol","01-11-2023","Babu.S - EPU","Sakthi.K ( LTVS - Padi, EPU )","Closed",,"Subbian.K - Intelligence Officer",,"0"
"1210","31-10-2023","WED","Eou Store ","***","Tube light Fitting Wire Unsafe Condition.","Rank B","IMG20231031172127.jpg","Need To Proper Routing.","Fire","Fire Patrol","01-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Work completed","Subbian.K - Intelligence Officer",,"0"
"1211","31-10-2023","Tool Room","***","***","Used paints Tins  Open Condition.","Rank B","IMG20231031175222.jpg","Need To Clear ","Fire","Fire Patrol","01-11-2023","Yuvaraja.T - Tool Room","Samraju .C - Tool Room","Closed",,"Subbian.K - Intelligence Officer","PAINT TIN DISPOSAL RECORD.jpg","0"
"1212","31-10-2023","APU","Shaft Line ","IF0014","Fume Killer Exhaust Pipe Open Condition.","Rank B","IMG20231031175940.jpg","Connect To Roof Top.","Fire","Fire Patrol","02-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Corrected","Subbian.K - Intelligence Officer",,"0"
"1213","01-11-2023","APU","Rotor line","IT0822","Photo guard fixture screw found removed in the bottom, There is chances of misalignment","Rank A","20231101_083927_Burst01.jpg","Recommended to fix the photo guard properly","Safety","EHS Patrol","03-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Fixed properly","Vallavathevan - ABU",,"0"
"1214","01-11-2023","APU","Rotor line","IT0669","It was founds that, machine is running in automatic mode with guard open","Rank A","20231101_084010.jpg","Provide interlock system for the front guard and Need to educate the workers","Safety","EHS Patrol","03-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Awareness given to operator","Vallavathevan - ABU",,"0"
"1215","01-11-2023","APU","Rotor line","IT0669- Pin forming machine","In the pin forming operation, Front guard is found open during the operation- This issue cause incident is GRS","Rank A","20231101_084130.jpg","Provide interlock for the door","Safety","EHS Patrol","03-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Photo guard interlock available already","Vallavathevan - ABU",,"0"
"1216","01-11-2023","APU","Rotor line","Grinding machines- IG0129-IG0076-I00132-IG0123","After pressing the Emergency push button, It takes at least 20 seconds the grinding wheel to stop, This is not acting as a emergency push button- In case of any entanglement, This might cause serious injury","Rank A","20231101_084444.jpg","As discussed, Check for this issue and take corrective actions","Safety","EHS Patrol","03-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Not feasible to stop the grinding wheel immediately / Front safety guard is available with interlock","Vallavathevan - ABU",,"0"
"1217","01-11-2023","APU","Rotor lone","ITR0016","Behind the machine, Oil leakage is happening , This the continuous issue and frequent cleaning is also not happening,","Rank B","20231101_084630.jpg","Check the issue an need to provide secondary containment","Environment","EHS Patrol","08-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Oil leak corrected","Vallavathevan - ABU",,"0"
"1218","01-11-2023","APU","Rotor line","ITA0072- Oven","Push button is not fixes properly, It is hanging, Also the area is very congested, During the trolley movement, the safety devices might get damaged","Rank A","20231101_084743.jpg","Recommended to take corrective actions","Safety","EHS Patrol","03-11-2023","Karthik - ABU","Prasath.M - ABU","Closed","Fixed","Vallavathevan - ABU",,"0"
"1219","02-11-2023","GRS","HD Grs ","ITA0089","Machine Front Side Varnish Traces, Used Cotton Papers Kept.","Rank B","IMG20231102182929.jpg","Need To Clean and Clear.","Fire","Fire Patrol","03-11-2023","Ranjith.R - LD GRS","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Machine Front Side Varnish Traces cleared periodically , Used Cotton Papers cleared","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][23]_[ITA0089 VARNISH AREA 5S][1]_[2].jpg","1"
"1220","02-11-2023","APU","Core Line ","ITA0070","Used Thinner Open Condition.","Rank A","IMG20231102184416.jpg","Need To Close With Proper Storage.","Fire","Fire Patrol","03-11-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Empty containers were removed","Subbian.K - Intelligence Officer",,"0"
"1221","02-11-2023","APU","IFT Packing Area ","***","Gas Cylinders Without Chain Lock.","Rank B","IMG20231102184711.jpg","Need To Lock With Chain.","Fire","Fire Patrol","03-11-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Chain provided","Subbian.K - Intelligence Officer",,"0"
"1222","02-11-2023","APU","IFT Packing Area.","***","Manual Call Point Access Blocked by Material.","Rank B","IMG20231102184626.jpg","Need To Remove ","Fire","Fire Patrol","03-11-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"1223","09-01-2025","GRS","Drive line","ITB0012- Vertical broaching machine ","During the broaching operation possibility of broken of broaching tool, So Front door with interlock to be fixed. ","Rank A","IMG_20231025_140714.jpg","Front door with interlock to be fixed. ","Safety","EHS Patrol","11-11-2023","Srinivasan.A.K - CSBU",,"Open","Front door with interlock provided","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Reserved_ImageAttachment_[10]_[AfterPhoto][32]_[86219566accc4b51a06f1ffd0cc31631][1]_[8].jpg","1"
"1224","09-01-2025","GRS","Drive line ","ITB0013- Vertical broaching machine ","During the broaching operation possibility of broken of broaching tool, So Front door with interlock to be fixed. ","Rank A","IMG_20231025_140808.jpg","Front door with interlock to be fixed. ","Safety","EHS Patrol","11-11-2023","Srinivasan.A.K - CSBU",,"Open","Manual loading of broach not feasible to provide front door","Shabeer Basha.S - Plant Head (Starter Group, Padi)",,"0"
"1225","03-11-2023","CMSPU","Drive line ","ITB0010- Vertical broaching machine","During the broaching operation possibility of broken of broaching tool, So Front door with interlock to be fixed. ","Rank A","IMG_20231025_140932.jpg","Front door with interlock to be fixed. ","Safety","EHS Patrol","05-11-2023","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed","Broach travel pressure Interlock functioning checked and ensured machine stoppage during overload","Shabeer Basha.S - Plant Head (Starter Group, Padi)",,"0"
"1226","03-11-2023","CMSPU","Drive line ","ITB0007- Vertical Broaching machine ","During the broaching operation possibility of broken of broaching tool, So Front door with interlock to be fixed. ","Rank A","IMG_20231025_140932.jpg","Front door with interlock to be fixed. ","Safety","EHS Patrol","12-11-2023","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed","Machine overload functioning in case of broach struck checked and interlock ensured","Shabeer Basha.S - Plant Head (Starter Group, Padi)",,"0"
"1227","09-01-2025","Prov Lab","Engine testing room","HSD day tank ","Diesel leakages in day tank outlet valve flange joints. ","Rank A","IMG_20231031_120804.jpg","Leakages to be arrested ","Fire","EHS Patrol","04-11-2023","Veeramani.P - ENGG PROVING LAB",,"Open",,"NOEL BRIGHT.R - ENGG PROVING LAB",,"0"
"1228","09-01-2025","Prov Lab","Engine room ","HSD  tank ","Secondary containment is not available for HSD tank ","Rank A","IMG_20231031_120913.jpg","Secondary containment to be fixed ","Environment","EHS Patrol","18-11-2023","Veeramani.P - ENGG PROVING LAB",,"Open",,"NOEL BRIGHT.R - ENGG PROVING LAB",,"0"
"1229","09-01-2025","Prov Lab","Engine testing room","Engine exhaust blower ","1. Exhaust blower shaft rotation is not guarded.
2.Exhaust chimney Blower belt cut  sensor is not available.  ","Rank A","IMG_20231031_121232.jpg","1. Shaft rotation to be guarded 2. Belt cut sensor to be fixed","Fire","EHS Patrol","05-11-2023","Veeramani.P - ENGG PROVING LAB",,"Open",,"NOEL BRIGHT.R - ENGG PROVING LAB",,"0"
"1230","03-11-2023","GRS","LD Grs ","ITA0100","Varnish Pumping Station Secondary Containment Varnish Trace.","Rank B","IMG20231103182148.jpg","Need To Clean.","Fire","Fire Patrol","04-11-2023","Ranjith.R - LD GRS","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Relayout done. Tiles Provided and Varnish Pumping Station Secondary Containment Varnish Trace cleared periodically during weekly maintenance","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][11]_[ITA0100 LHS][1]_[1].jpg","1"
"1231","03-11-2023","GRS","LD Grs ","***","Varnish Mixing Station Weight Machine Varnish Trace.","Rank A","IMG20231103182916.jpg","Need To Clean Periodically","Fire","Fire Patrol","04-11-2023","Balaji.E - LD GRS","Suresh.K - ABU","Closed","Varnish Mixing Station Weight Machine Varnish Trace cleaned","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][20]_[Varnish Mixing stage][1]_[1].jpg","1"
"1232","03-11-2023","GRS","SM 74 Armature White Stage.","IL0132","Cnc Machine Rear Side Oil Leak Mixing With Cotton Waste.","Rank A","IMG20231103182459.jpg","Need To Clean and Clear.","Fire","Fire Patrol","04-11-2023","Srinivasan.A.K - CSBU","Ranjith.R - LD GRS","Closed","Area cleared all unwanted removed ","Subbian.K - Intelligence Officer",,"0"
"1233","03-11-2023","WED","QC Lab","IT0762","Salt Spray Test Chamber Machine Electrical Box Rust Condition, Checking Sticker Not Available.","Rank B","IMG20231103184443.jpg","Need To Address It.","Fire","Fire Patrol","04-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","work completed","Subbian.K - Intelligence Officer","IMG-20231106-WA0008.jpg","0"
"1234","03-11-2023","WED","QC Lab ","***","Live Electrical Wire improper Routing ","Rank B","IMG20231103184624.jpg","Need To Proper Routing","Fire","Fire Patrol","04-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Work completed","Subbian.K - Intelligence Officer","1699241146615.jpg","0"
"1235","04-11-2023","EPU","Armature Line ","IVX0011","Oven Machine Near Empty Cotton box Kept.","Rank A","IMG20231104163106.jpg","Need To Remove ","Fire","Fire Patrol","05-11-2023","Suresh Kumar.K - Wiper","Senthil Murugan S - EPU","Closed",,"Subbian.K - Intelligence Officer",,"0"
"1236","09-01-2025","EPU","Maintenance ","***","Class A Material Found Poor House Keeping.","Rank B","IMG20231104170231.jpg","Need To Clean  and Clear.","Fire","Fire Patrol","05-11-2023","Tikkaram.M - EPU","Stephen Paulraj D - EPU","Open",,"Subbian.K - Intelligence Officer",,"0"
"1237","04-11-2023","WED","Chemical Store ","***","Electrical Cable Wire Hanging.","Rank B","IMG20231027004053 (1).jpg","Need To Disconnect Or Proper Routing. ","Fire","Fire Patrol","05-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Unwanted Cable removed.","Subbian.K - Intelligence Officer","IMG-20231108-WA0058.jpg","0"
"1238","09-01-2025","Process","Phosphating ","New Semi automatic paint booth","1. Flame proof light is not available.
2.Fire damper is not available on blower duct. ","Rank A","IMG_20231105_081209.jpg","Flame proof light and fire damper to be fixed ","Fire","EHS Patrol","11-11-2023","Kumaresan.K - QC Lab","Kumar M - Process","Open",,"Ramasami.M - Process",,"1"
"1239","05-11-2023","Process","Phosphating ","Phosphating SSB  panel "," Barricades is not available in front of SSB panel.","Rank A","IMG_20231105_103256.jpg"," Barricades to be fixed","Safety","EHS Patrol","06-11-2023","Ganesh.V - WED","Jagadeesan.A - WED","Closed","work completed.","Balakrishna Pawar - WED","IMG-20231125-WA0007.jpg","0"
"1240","05-11-2023","Process","Phosphating ","Phosphating SSB panel ","Hole on top of the SSB panel. Possibility of falling of bolt & nut while dismantling the IKJ0015 paint booth duct. ","Rank A","IMG_20231105_124433.jpg","Close the hole. ","Safety","EHS Patrol","05-11-2023","Ganesh.V - WED","Jagadeesan.A - WED","Closed","work completed","Balakrishna Pawar - WED","1699269330869.jpg","0"
"1241","05-11-2023","WED","Heat treatment ","IFB0007- Thermo pack ","Machine incoming isolator cover is hanging and mounting screw is missing. ","Rank A","IMG_20231105_122728.jpg","Cover to be fixed ","Safety","EHS Patrol","05-11-2023","Ganesh.V - WED","Jagadeesan.A - WED","Closed","work completed","Balakrishna Pawar - WED","IMG-20231106-WA0012.jpg","0"
"1242","09-01-2025","Process","Phosphating ","IKJ0015- Paint booth ","Chain block is hanging without hook latch on block & chain. ","Rank A","IMG_20231105_121641.jpg","Hook latch to be fixed ","Safety","EHS Patrol","05-11-2023","Vijayaraghavan.K - Process","Kumar M - Process","Open",,"Ramasami.M - Process",,"0"
"1243","05-11-2023","WED","Tool store ","Switch box ","Switch is broken on switch box.","Rank A","IMG_20231105_093414.jpg","to be replaced ","Safety","EHS Patrol","05-11-2023","Ganesh.V - WED","Jagadeesan.A - WED","Closed","work completed","Balakrishna Pawar - WED","IMG-20231106-WA0011.jpg","0"
"1244","05-11-2023","WED","Tool store ","Pedestal fan"," Incoming termination box is broken on Pedestal fan.","Rank A","IMG_20231105_093520.jpg","Termination box to be replaced ","Safety","EHS Patrol","05-11-2023","Ganesh.V - WED","Jagadeesan.A - WED","Closed","work completed","Balakrishna Pawar - WED","1699271222411.jpg","0"
"1245","05-11-2023","Tool Room","Tool room  raw material store ","Paint rack ","Fire Hazard - Paint is stored on the rack at raw material store and backside of the SSB panel. By keeping flammable paints nearby the SSB panel,  will increases fire load and fire growth.","Rank A","IMG_20231105_093547.jpg","Do not stack any flammable/combustible materials around electrical panel. ","Fire","EHS Patrol","05-11-2023","Yuvaraja.T - Tool Room",,"Closed","PAINT TIN STORAGE LOCATION CHANGED","Samraju .C - Tool Room","1699243447364.jpg","0"
"1246","05-11-2023","Tool Room","Tool raw material store ","Chain block ","Chain block is hanging without hook latch on block & lifting hook.","Rank A","IMG_20231105_093733.jpg","Hook latch to be fixed ","Safety","EHS Patrol","05-11-2023","Yuvaraja.T - Tool Room",,"Closed","CHAIN BLOCK HOOK LATCH IS FIXED.","Samraju .C - Tool Room","1699243447369.jpg","0"
"1247","05-11-2023","Tool Room","Nearby tool room office ","IVX0030- furnace ","Panel barricade mounting bolt is missing. While reversing forklift may hit furnace electrical panel. ","Rank A","IMG_20231105_094212.jpg","Barricade to be fixed ","Safety","EHS Patrol","06-11-2023","Yuvaraja.T - Tool Room",,"Closed","Panel barricade mounting bolt is fixed","Samraju .C - Tool Room","20231107_093554.jpg","0"
"1248","05-11-2023","Tool Room","Tool room office ",,"Barricade is not available for tool room office partition. Forklift/BOPT is moving on walkway, so the possibility is there to hit office partition. ","Rank A","IMG_20231105_152720 (1).jpg","Please fix barricade in front of the partition to avoid collision.   ","Safety","EHS Patrol","11-11-2023","Yuvaraja.T - Tool Room",,"Closed","Barricade fitted for tool room office partition. ","Samraju .C - Tool Room","20231107_093704.jpg","0"
"1249","05-11-2023","Process","Phosphating ","All paint booth ","All paint booth - Please fix permanent access ladder and handrailing to all the paint booths and fix platform and access ladder to work above the SSB panel for dismantle & assemble (IKJ0015- Paint booth)  duct joints while cleaning activity","Rank A","IMG_20231105_103122.jpg","Access ladder and railing to be fixed for all paint booth ","Safety","EHS Patrol","12-11-2023","Vijayaraghavan.K - Process","Kumar M - Process","Closed","Ok planned to modify","Ramasami.M - Process",,"0"
"1250","05-11-2023","Process","Plating ","***","Fire Extinguisher Access Blocked. ","Rank B","IMG20231106010245.jpg","Need To Remove.","Fire","Fire Patrol","06-11-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Fire extinguisher access cleared","Subbian.K - Intelligence Officer","20231109_160807.jpg","0"
"1251","05-11-2023","WED","Armature Line ","ITA0089","varnish Plant Behind Almond Fan Dust Accumulation  ","Rank B","IMG20231106011737.jpg","Need To Clean.","Fire","Fire Patrol","06-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Work completed.","Subbian.K - Intelligence Officer","1699433219090.jpg","0"
"1252","05-11-2023","WED","Apu SA28 Main Line ","***","Electrical Wire Cirss Cross Condition.","Rank A","IMG20231106013331.jpg","Need To Disconnect  or Proper Routing","Fire","Fire Patrol","06-11-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","work completed","Subbian.K - Intelligence Officer","IMG-20231106-WA0013.jpg","0"
"1253","06-11-2023","Process","Phosphating ","***","Gas Cylinder Kept In Unsafe Condition..","Rank A","IMG20231107003810.jpg","Kept in vertical Position With Chain Lock.","Fire","Fire Patrol","07-11-2023","Kumar M - Process","Ramasami.M - Process","Closed","Gas Cylinder removed","Subbian.K - Intelligence Officer","IMG-20231108-WA0029.jpg","0"
"1254","06-11-2023","GRS","Substation 2 Opposite Temporary Shed","***","Using Cotton Box Unsafe Condition.","Rank A","IMG20231107005431.jpg","Need To Proper Store.","Fire","Fire Patrol","07-11-2023","Sebastian Kasmir Raj.F - CSPU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"1255","06-11-2023","Process","Phosphating","***","Used Cotton Box Mixed With Greece & Paints.","Rank A","IMG20231107004010.jpg","Need To Clean.","Fire","Fire Patrol","07-11-2023","Mahesh Kanna.V - WED","Karuppaiah.M - Process","Closed","Cleaned","Subbian.K - Intelligence Officer","IMG-20231108-WA0028.jpg","0"
"1256","06-11-2023","WED","Cmspu  Armature Line ","***","MCP Not Fix Properly.","Rank B","MCP.jpg","Need To Fixed.","Fire","Fire Patrol","08-11-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"1257","07-11-2023","Defence","Production area","Claw LDB- Lighting DB","RCCB is not available on the main  LDB. ","Rank A","IMG_20231031_142628.jpg","RCCB to be fixed","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.","Chitrarasu.K - Defence","1700046958118.jpg","0"
"1258","07-11-2023","Defence","Production area","Claw LDB to Lighting DB ","Outgoing supply is not identified for each MCB.","Rank B","IMG_20231031_142628.jpg"," each outgoing MCB to be idenfified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed",,"1700046958118.jpg","0"
"1259","07-11-2023","Defence","Production area","Main Lighting DB to SPN LDB-1 ","1. RCCB is not available on the LDB.
2.Outgoing supply is not identified for each MCB.","Rank A","IMG_20231031_142737.jpg","To be rectified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","Supply From Main LDB.","Chitrarasu.K - Defence","1700046958118.jpg","0"
"1260","09-01-2025","Defence","Production area","IKT0129-Pneumatic press","1.Front sliding door interlock is not available.
2. Operating SOP is not available.
","Rank A","IMG_20231031_142750.jpg","To be rectified","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Skaria - Defence","Open",,"Chitrarasu.K - Defence",,"0"
"1261","07-11-2023","Defence","Production area","Nearby IKT0129-Pnumatic press","Drain hole opening is not closed ","Rank A","IMG_20231031_142825.jpg","To be closed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Closed","Drain Hole Closed","Balakrishna Pawar - WED","1700797096916.jpg","0"
"1262","09-01-2025","Defence","Production area","Tool mould storage rack ","Tool Mould handling SOP is not available & displayed.","Rank A","IMG_20231031_142828.jpg","to be displayed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Open",,,,"0"
"1263","07-11-2023","Defence","Production area","Hand pallet truck","SWL is not displayed on the pallet truck ","Rank B","IMG_20231031_143107.jpg","To be displayed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","swl sticker pasted","Chitrarasu.K - Defence","thumbnail_1699605610382.jpg","0"
"1264","09-01-2025","Defence","Production area","Defence store ","1. Fire detection system is not available in ground floor
2. Fire detection system is not available at Mezzanine floor carton box area.","Rank A","IMG_20231031_143320.jpg","Fire detection system to be installed ","Fire","EHS Specific","25-11-2023","Jai Ganesh - DAU","Jayachandra babu.D - WED","Open","Additional photo added.","Chitrarasu.K - Defence",,"0"
"1265","07-11-2023","Defence","Production area","Stores","Fire hazard- Carton box is stored nearby machine isolators. ","Rank A","IMG_20231031_143346.jpg","Do not store any materials around the panel","Fire","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","materials stored near to isolators removed","Chitrarasu.K - Defence","1699609750266.jpg","1"
"1266","07-11-2023","Defence","Stores","MCB ","MCB incoming supply & each MCB outgoing supply is not identified.","Rank B","IMG_20231031_143448.jpg","to be identified","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231123-WA0009.jpg","0"
"1267","07-11-2023","Defence","Stores","Mezzanine floor","Carton box stacked beyond the hand railing height. Possibility of falling of carton box.","Rank A","IMG_20231031_143707.jpg","Do not stack more than Railing height","Safety","EHS Specific","07-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","packing box removed from over the railing height","Chitrarasu.K - Defence","20231111_112628.jpg","0"
"1268","09-01-2025","Defence","Store mezzanine floor ","Air pipe  line","Air line is leaked at mezzanine floor area.","Rank A","IMG_20231031_143707.jpg","Leakages to be arrested","Safety","EHS Patrol","11-11-2023","Jai Ganesh - DAU","Govindaraj .P - WED","Open",,,,"0"
"1269","09-01-2025","Defence","Store backside","SSB panel","Above SSB panel- Rain water entered through hole/opening  of cable entry point at roof cladding sheet.","Rank A","IMG_20231031_143910.jpg","Openings to be closed ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,"Chitrarasu.K - Defence",,"0"
"1270","07-11-2023","Defence","Store ","Mezzanine platform","Mezzanine platform- Toe guard is not available ","Rank A","IMG_20231031_143950.jpg","toe guard to be fixed ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Manivasagam - WED","Closed","guards provided","Chitrarasu.K - Defence","TOOL STORE STEPS GUARD.jpg","0"
"1271","09-01-2025","Defence","Store backside ","SSB panel area","Hole/opening  on the Cement sheet above SSB panel","Rank A","IMG_20231031_144134.jpg","Holes to be closed ","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,"Chitrarasu.K - Defence",,"0"
"1272","07-11-2023","Defence","SSB panel ","SSB panel ","Cable is hanging beside SSB panel.","Rank B","IMG_20231031_144208.jpg","Cable to be routed ","Safety","EHS Specific","09-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231123-WA0013.jpg","0"
"1273","09-01-2025","Defence","Store","Chemical storage rack","1. MSDS is not available for the stored chemicals on the rack.
2.Chemicals are not stored on the secondary containment tray.","Rank A","IMG_20231031_144434.jpg","To be rectified","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Skaria - Defence","Open",,,,"0"
"1274","09-01-2025","Defence","Tools store","Tools store area","Unwanted materials are dumped and 5S is not maintained.","Rank A","IMG_20231031_144542.jpg","To be cleared ","Safety","EHS Specific","11-11-2023","Jai Ganesh - DAU","Skaria - Defence","Open",,"Chitrarasu.K - Defence",,"0"
"1275","09-01-2025","Defence","Tools store","Roof gutter ","Rain water seepages from roof gutter area.","Rank A","IMG_20231031_144617.jpg","Leakages to be arrested","Safety","EHS Specific","12-11-2023","Jai Ganesh - DAU","Ajith Kumar.M - WED","Open",,"Chitrarasu.K - Defence",,"0"
"1276","07-11-2023","Defence","Tool store ","Tool rack ","Tool storage rack is rusted condition.","Rank A","IMG_20231031_144603.jpg","to be changed ","Safety","EHS Specific","18-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","Rusted Tool Store Rack, Tools Cleaned & Restored","Chitrarasu.K - Defence","TOOL STORE RACK.jpg","0"
"1277","07-11-2023","Defence","Tools store area","Tools store area","Unwanted materials are dumped and 5S not maintained.","Rank A","IMG_20231031_144631.jpg","To be cleared & 5S to be maintained ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","unwanted materials cleared","Chitrarasu.K - Defence","thumbnail_1699691242751.jpg","0"
"1278","07-11-2023","Defence","Production area","Motor MY431 assembly area","MCB box incoming & each MCB switch outgoing supply are not identified.","Rank B","IMG_20231031_144805.jpg","to be identified","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"1700047510955.jpg","0"
"1279","07-11-2023","Defence","Motor MY431 assembly area","Control unit area","Switch socket is broken condition","Rank A","IMG_20231031_145007.jpg","to be changed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231115-WA0072.jpg","0"
"1280","07-11-2023","Defence",,"Control unit area","Fire hazard-Multi plug adaptor is used & it will create a fire hazard","Rank A","IMG_20231031_145227.jpg","Do not use multiple adoptor","Fire","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","multiple adaptor removed.","Chitrarasu.K - Defence","thumbnail_1699605610362.jpg","0"
"1281","07-11-2023","Defence","Control unit area","Switch box","Plug is connected on socket without cable.","Rank A","IMG_20231031_145235.jpg","To be removed","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"1700647046435.jpg","0"
"1282","07-11-2023","Defence","Production area","IVT 0695","Fire Hazard- Carton box is stored backside of IVT 695 isolator box. ","Rank A","IMG_20231031_145445.jpg","Do not stack any materials around the panel","Fire","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","Carton box removed from back side of the isolators","Chitrarasu.K - Defence","1699609750212.jpg","0"
"1283","07-11-2023","Defence","Production area","IVT 0695","IVT 695 isolator box cover mounting screw is missing.","Rank B","IMG_20231031_145453.jpg","to be fixed","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Ganesh.V - WED","Closed","work completed.",,"IMG-20231123-WA0005.jpg","0"
"1284","07-11-2023","Defence","Production area","IVT 695 machine ","Motor, panel and machine body is not double earthed.","Rank A","IMG_20231031_145833.jpg","To be double earthed ","Safety","EHS Specific","08-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","additional earth connection provided","Chitrarasu.K - Defence","earthing.jpg","0"
"1285","07-11-2023","Defence","Production area","IVT0572- Stator performance testing ","Machine guard is removed but it’s not re fixed.","Rank A","IMG_20231031_151220.jpg","to be fixed ","Safety","EHS Specific","07-11-2023","Jai Ganesh - DAU","Skaria - Defence","Closed","safety guard fixed back with the test rig","Chitrarasu.K - Defence","thumbnail_1699605610344.jpg","0"
